Chapter,Verse Number,Verse,Translation
8,48,वैष्णवीचक्रभिन्नस्य रुधिरस्रावसम्भवैः । सहस्रशो जगद्व्याप्तं तत्प्रमाणैर्महासुरैः॥,"Blood flowed from the cuts of Vaiṣṇavī’s discus, and there from great asuras of equal measure arose by the thousands and filled the world."
8,49,शक्त्या जघान कौमारी वाराही च तथासिना । माहेश्वरी त्रिशूलेन रक्तबीजं महासुरम्॥,"Kaumārī with her spear, Vārāhī with her sword, and Māheśvarī with her trident struck the great asura Raktabīja,"
8,50,स चापि गदया दैत्यः सर्वा एवाहनत् पृथक् । मातॄः कोपसमाविष्टो रक्तबीजो महासुरः॥,"and he, the mighty, rage-filled daitya, struck all the Mothers one by one with his club."
8,51,तस्याहतस्य बहुधा शक्तिशूलादिभिर्भुवि । पपात यो वै रक्तौघस्तेनासञ्छतशोऽसुराः॥,"Out of the blood that streamed upon the earth from the relentless wounds of spear, lance, and other weapons, asuras sprang up by the hundreds,"
8,52,तैश्चासुरासृक्सम्भूतैरसुरैः सकलं जगत् । व्याप्तमासीत्ततो देवा भयमाजग्मुरुत्तमम्॥,and those demons born from this one demon’s flowing blood pervaded all the world. Utter terror seized the gods.
8,53,तान् विषण्णान् सुरान् दृष्ट्वा चण्डिका प्राहसत्वरम् । उवाच कालीं चामुण्डे विस्तीर्णं वदनं कुरु॥,"Caṇḍikā burst into laughter at their despair and said to Kālī, ‘O Cāmuṇḍā, open wide your mouth"
8,54,मच्छस्त्रपातसम्भूतान् रक्तबिन्दून् महासुरान् । रक्तबिन्दोः प्रतीच्छ त्वं वक्त्रेणानेन वेगिना॥,and quickly drink in the drops of blood from my weapons’ blows and the great asuras born therefrom.
8,55,भक्षयन्ती चर रणे तदुत्पन्नान्महासुरान् । एवमेष क्षयं दैत्यः क्षेणरक्तो गमिष्यति॥,"Roam about on the battlefield and devour the great demons sprung from Raktabīja. So shall this daitya, drained of blood, go to his destruction."
8,56,भक्ष्यमाणास्त्वया चोग्रा न चोत्पत्स्यन्ति चापरे । इत्युक्त्वा तां ततो देवी शूलेनाभिजघान तम्॥,"As you consume those fierce asuras, others shall not arise.’ Having spoken thus, the Devī attacked Raktabīja with her lance,"
8,57,मुखेन काली जगृहे रक्तबीजस्य शोणितम् । ततोऽसावाजघानाथ गदया तत्र चण्डिकाम्॥,"while Kālī avidly lapped up his blood. Raktabīja turned upon Caṇḍikā with his club,"
8,58,न चास्या वेदनां चक्रे गदापातोऽल्पिकामपि । तस्याहतस्य देहात्तु बहु सुस्राव शोणितम्॥,but his cudgel blows caused Her not even the slightest pain. From his beaten body blood flowed copiously
